itm_mstr_key,sys_cd,form_vrsn,spec_vrsn,itm_srt_id,itm_id,itm_db_id,itm_shrt_label,itm_sect_srt_id,itm_sect_label,itm_grp_cd,itm_loinc_id,itm_type_cd,fixed_rec_srt_id,fixed_rec_strt_byte,fixed_rec_end_byte,fixed_strt_end_bytes,fixed_rec_lngth,itm_vrsn_notes,itm_txt,isc_active,isc_inactive,isc_state_opt,NC,NP,NQ,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX
1062,MDS,,,80570,S0165A,SS_DMNT_ALZHMR_CD,Specialty services: Dementia/Alzheimers,20,S,Asmt,,Checklist,81710,2565,2565,2565-2565,1,,Specialty services: Dementia/Alzheimers,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1063,MDS,,,80600,S0165B,SS_BHVRL_HLTH_CD,Specialty services: Behavioral Health,20,S,Asmt,,Checklist,81720,2566,2566,2566-2566,1,,Specialty services: Behavioral Health,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1064,MDS,,,80630,S0165C,SS_BRN_INJURY_CD,Specialty services: Traumatic Brain Injury,20,S,Asmt,,Checklist,81730,2567,2567,2567-2567,1,,Specialty services: Traumatic Brain Injury,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1065,MDS,,,80660,S0165D,SS_VNTLTR_CD,Specialty services: Ventilator,20,S,Asmt,,Checklist,81740,2568,2568,2568-2568,1,,Specialty services: Ventilator,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1066,MDS,,,80690,S0165E,SS_DLYS_CD,Specialty services: On-Site Dialysis,20,S,Asmt,,Checklist,81750,2569,2569,2569-2569,1,,Specialty services: On-Site Dialysis,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1067,MDS,,,80720,S0165Z,NO_SPLCTY_SRVC_CD,Specialty services: None of the Above,20,S,Asmt,,Checklist,81760,2570,2570,2570-2570,1,,Specialty services: None of the Above,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1068,MDS,,,81350,S0174,ADVNCD_DRCTV_CD,Resident has Advanced Directive,20,S,Asmt,,Code,81770,2571,2571,2571-2571,1,,Does the resident have an Advance Directive (Living Will)?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1069,MDS,,,81380,S0175,PWR_ATRNY_HLTH_CARE_CD,Resident has POA for Health Care,20,S,Asmt,,Code,81780,2572,2572,2572-2572,1,,Does the resident have a Power of Attorney for Health Care?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1070,MDS,,,81620,S0513,PASSR_OUTCM_CD,PASRR Screening Outcome,20,S,Asmt,,Code,81790,2573,2573,2573-2573,1,,What was the outcome of the PASRR screen?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1071,MDS,,,82250,S1100J,CRE_CD,Disease: CRE,20,S,Asmt,,Checklist,81800,2574,2574,2574-2574,1,,Disease: CRE Disease Diagnoses: Check all that apply since last assessment: j. CRE (Carbapenem-Resistant Enterobacteriaceae),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1072,MDS,,,83330,S3300,WT_BSD_EQUIP_NEED_CD,Weight-based Equipment Need,20,S,Asmt,,Code,81810,2575,2575,2575-2575,1,,Did this resident require specialized equipment based on weight since last assessment?,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1073,MDS,,,83360,S3305A,LIFT_DVC_WT_CD,Lifting device for weight,20,S,Asmt,,Checklist,81820,2576,2576,2576-2576,1,,Lifting device required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1074,MDS,,,83390,S3305B,WLCHR_WT_CD,Wheelchair or mobility device for weight,20,S,Asmt,,Checklist,81830,2577,2577,2577-2577,1,,Wheelchair or other mobility device required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1075,MDS,,,83420,S3305C,BED_WT_CD,Bed for weight,20,S,Asmt,,Checklist,81840,2578,2578,2578-2578,1,,Bed required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1076,MDS,,,83450,S3305D,SEAT_WT_CD,Seating for weight,20,S,Asmt,,Checklist,81850,2579,2579,2579-2579,1,,Seating required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1077,MDS,,,83480,S3305E,MORE_2_STF_WT_CD,More than 2 staff for weight,20,S,Asmt,,Checklist,81860,2580,2580,2580-2580,1,,More than 2 staff required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1078,MDS,,,83510,S3305Y,OTHR_WT_CD,Other for weight,20,S,Asmt,,Checklist,81870,2581,2581,2581-2581,1,,Other equipment required since last assessment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1079,MDS,,,84710,S6020A,RN_SPCLZD_VNTLTR_CD,Vent/resp specialized RN expertise,20,S,Asmt,,Checklist,81880,2582,2582,2582-2582,1,,Ventilator/respirator resident needs specialized RN expertise,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1080,MDS,,,84740,S6020B,CNA_SPCLZD_VNTLTR_CD,Vent/resp specialized CNA training needed,20,S,Asmt,,Checklist,81890,2583,2583,2583-2583,1,,Ventilator/respirator resident needs specialized CNA training,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1081,MDS,,,84770,S6020C,THRPY_SPCLZD_VNTLTR_CD,"Vent/resp specialized therapy (PT,OT,RT) expertise",20,S,Asmt,,Checklist,81900,2584,2584,2584-2584,1,,"Ventilator/respirator resident needs specialized therapy (PT, OT, RT) expertise",,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1082,MDS,,,84800,S6020D,EQUIP_SPCLZD_VNTLTR_CD,Vent/resp specialized equipment,20,S,Asmt,,Checklist,81910,2585,2585,2585-2585,1,,Ventilator/respirator resident needs specialized equipment,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1083,MDS,,,84830,S6020Y,OTHR_VNTLTR_CD,Vent/resp Other,20,S,Asmt,,Checklist,81920,2586,2586,2586-2586,1,,Ventilator/respirator resident needs other,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1084,MDS,,,84860,S6020Z,NO_VNTLTR_CD,Vent/resp None of the Above,20,S,Asmt,,Checklist,81930,2587,2587,2587-2587,1,,Ventilator/respirator resident needs none of the above,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1085,MDS,,,84890,S6022A,RN_VNTLTR_HR_INT_CD,Vent/resp days licensed nurse: hourly intervals,20,S,Asmt,,Number,81940,2588,2588,2588-2588,1,,Number of days the resident required hourly intervals of direct care by a licensed nurse.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1086,MDS,,,84920,S6022B,RN_VNTLTR_15_MIN_INT_CD,Vent/resp days licensed nurse: 15-minute intervals,20,S,Asmt,,Number,81950,2589,2589,2589-2589,1,,Number of days the resident required 15-minute intervals of direct care by a licensed nurse.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1087,MDS,,,84950,S6022C,RN_VNTLTR_5_MIN_INT_CD,Vent/resp days licensed nurse: 5-minute intervals,20,S,Asmt,,Number,81960,2590,2590,2590-2590,1,,Number of days the resident required 5-minute intervals of direct care by a licensed nurse.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1088,MDS,,,84980,S6023A,CNA_VNTLTR_HR_INT_CD,Vent/resp days CNA: hourly intervals,20,S,Asmt,,Number,81970,2591,2591,2591-2591,1,,Number of days the resident required hourly intervals of direct care by a CNA.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1089,MDS,,,85010,S6023B,CNA_VNTLTR_15_MIN_INT_CD,Vent/resp days CNA: 15-minute intervals,20,S,Asmt,,Number,81980,2592,2592,2592-2592,1,,Number of days the resident required 15-minute intervals of direct care by a CNA.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1090,MDS,,,85040,S6023C,CNA_VNTLTR_5_MIN_INT_CD,Vent/resp days CNA: 5-minute intervals,20,S,Asmt,,Number,81990,2593,2593,2593-2593,1,,Number of days the resident required 5-minute intervals of direct care by a CNA.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1091,MDS,,,85070,S6024A,RT_VNTLTR_HR_INT_CD,Vent/resp days RT: hourly intervals,20,S,Asmt,,Number,82000,2594,2594,2594-2594,1,,Number of days the resident required hourly intervals of direct care by a respiratory therapist.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1092,MDS,,,85100,S6024B,RT_VNTLTR_15_MIN_INT_CD,Vent/resp days RT: 15-minute intervals,20,S,Asmt,,Number,82010,2595,2595,2595-2595,1,,Number of days the resident required 15-minute intervals of direct care by a respiratory therapist.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1093,MDS,,,85130,S6024C,RT_VNTLTR_5_MIN_INT_CD,Vent/resp days RT: 5-minute intervals,20,S,Asmt,,Number,82020,2596,2596,2596-2596,1,,Number of days the resident required 5-minute intervals of direct care by a respiratory therapist.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1094,MDS,,,85610,S6205,OBSRVTN_STAY_NUM,Number of Observation Stays,20,S,Asmt,,Number,82030,2597,2597,2597-2597,1,,Observation Stays: Record number of times resident had at least one overnight stay without being admitted to the hospital since the last assessment.,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1095,MDS,,,85820,S7000,DNTL_CARE_CD,Dental Care,20,S,Asmt,,Code,82040,2598,2598,2598-2598,1,,Dental care,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1096,MDS,,,89210,S9040C1,CA_POLST_B_REV_CD,CA POLST Section B (revised),20,S,Asmt,,Code,82050,2599,2599,2599-2599,1,,CA - item selected in California POLST Section B (revised),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1097,MDS,,,89270,S9040D1,CA_POLST_C_REV_CD,CA POLST Section C (revised),20,S,Asmt,,Code,82060,2600,2600,2600-2600,1,,CA - item selected in California POLST Section C (revised),,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1098,MDS,,,89720,S9140,LA_POLST_CMPLT_CD,Completed LAPOST,20,S,Asmt,,Code,82070,2601,2601,2601-2601,1,,Does the resident have a completed LaPOST document,,"NPE,IPA,OSA,SP,SD,ST,XX","NC,NQ,NP,ND,NT",s,s,s,s,s,,,,,,,
1099,MDS,,,70210,ITEM_FILLER_022,MDCD_THRPTC_DAY_LA_NUM,Item filler: replaces S8510A in fixed-format,28,Filler,Filler,,Text,81025,2404,2404,2404-2404,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1100,MDS,,,70220,ITEM_FILLER_023,MDCD_THRPTC_DAY_YTD_NUM,Item filler: replaces S8510B in fixed-format,28,Filler,Filler,,Text,81030,2405,2405,2405-2405,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1101,MDS,,,70230,ITEM_FILLER_024,MDCD_HOSP_BED_LA_NUM,Item filler: replaces S8512A in fixed-format,28,Filler,Filler,,Text,81035,2406,2406,2406-2406,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1102,MDS,,,70240,ITEM_FILLER_025,MDCD_HOSP_BED_YTD_NUM,Item filler: replaces S8512B in fixed-format,28,Filler,Filler,,Text,81040,2407,2407,2407-2407,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1103,MDS,,,2270,A0310H,PPSPRTA_DSCHRG_CD,SNF PPS Part A Discharge (End of Stay) Assessment,02,A,Asmt,,Code,71300,1493,1493,1493-1493,1,,,"NC,NQ,NP,ND,NT,NPE,SP,SD,ST","IPA,OSA,XX",,x,x,x,x,x,x,,,x,x,x,
1104,MDS,,,9610,C1310A,MENTL_STUS_CHG_CD,Acute Onset Mental Status Change,04,C,Asmt,,Code,71310,1494,1494,1494-1494,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
1105,MDS,,,9620,C1310B,DFCLTY_ATTNTN_CD,Inattention,04,C,Asmt,,Code,71320,1495,1495,1495-1495,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
1106,MDS,,,9630,C1310C,THNKG_DISORGNZ_CD,Disorganized Thinking,04,C,Asmt,,Code,71330,1496,1496,1496-1496,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
1107,MDS,,,9640,C1310D,LVL_CONSCS_CD,Altered Level of Consciousness,04,C,Asmt,,Code,71340,1497,1497,1497-1497,1,,,"NC,NQ,NP,ND,SP,SD","NT,NPE,IPA,OSA,ST,XX",,x,x,x,x,,,,,x,x,,
1108,MDS,,,22710,GG0130A1,EATG_SELF_ADMSN_CD,Eating (Start of Stay Perf),30,GG,Asmt,,Code,71350,1498,1499,1498-1499,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1109,MDS,,,22711,GG0130A2,EATG_SELF_GOAL_CD,Eating (Dschg Goal),30,GG,Asmt,,Code,71360,1500,1501,1500-1501,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1110,MDS,,,22712,GG0130A3,EATG_SELF_DSCHRG_CD,Eating (Dischg Perf),30,GG,Asmt,,Code,71370,1502,1503,1502-1503,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1111,MDS,,,22714,GG0130B1,ORAL_HYGNE_ADMSN_CD,Oral hygiene (Start of Stay Perf),30,GG,Asmt,,Code,71380,1504,1505,1504-1505,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1112,MDS,,,22715,GG0130B2,ORAL_HYGNE_GOAL_CD,Oral hygiene (Dschg Goal),30,GG,Asmt,,Code,71390,1506,1507,1506-1507,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1113,MDS,,,22716,GG0130B3,ORAL_HYGNE_DSCHRG_CD,Oral hygiene (Dschg Perf),30,GG,Asmt,,Code,71400,1508,1509,1508-1509,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1114,MDS,,,22718,GG0130C1,TOILT_HYGNE_ADMSN_CD,Toileting hygiene (Start of Stay Perf),30,GG,Asmt,,Code,71410,1510,1511,1510-1511,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1115,MDS,,,22719,GG0130C2,TOILT_HYGNE_GOAL_CD,Toileting hygiene (Dschg Goal),30,GG,Asmt,,Code,71420,1512,1513,1512-1513,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1116,MDS,,,22720,GG0130C3,TOILT_HYGNE_DSCHRG_CD,Toileting hygiene (Dschg Perf),30,GG,Asmt,,Code,71430,1514,1515,1514-1515,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1117,MDS,,,22801,GG0170B1,SIT_ADMSN_CD,Sit to lying (Start of Stay Perf),30,GG,Asmt,,Code,71440,1516,1517,1516-1517,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1118,MDS,,,22802,GG0170B2,SIT_GOAL_CD,Sit to lying (Dschg Goal),30,GG,Asmt,,Code,71450,1518,1519,1518-1519,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1119,MDS,,,22803,GG0170B3,SIT_DSCHRG_CD,Sit to lying (Dschg Perf),30,GG,Asmt,,Code,71460,1520,1521,1520-1521,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1120,MDS,,,22805,GG0170C1,LYNG_ADMSN_CD,Lying to sitting on bed side (Start of Stay Perf),30,GG,Asmt,,Code,71470,1522,1523,1522-1523,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1121,MDS,,,22806,GG0170C2,LYNG_GOAL_CD,Lying to sitting on bed side (Dschg Goal),30,GG,Asmt,,Code,71480,1524,1525,1524-1525,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1122,MDS,,,22807,GG0170C3,LYNG_DSCHRG_CD,Lying to sitting on bed side (Dschg Perf),30,GG,Asmt,,Code,71490,1526,1527,1526-1527,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1123,MDS,,,22809,GG0170D1,STAND_ADMSN_CD,Sit to stand (Start of Stay Perf),30,GG,Asmt,,Code,71500,1528,1529,1528-1529,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1124,MDS,,,22810,GG0170D2,STAND_GOAL_CD,Sit to stand (Dschg Goal),30,GG,Asmt,,Code,71510,1530,1531,1530-1531,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1125,MDS,,,22811,GG0170D3,STAND_DSCHRG_CD,Sit to stand (Dschg Perf),30,GG,Asmt,,Code,71520,1532,1533,1532-1533,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1126,MDS,,,22813,GG0170E1,CHR_TRNSF_ADMSN_CD,Chair/bed-to-chair transfer (Start of Stay Perf),30,GG,Asmt,,Code,71530,1534,1535,1534-1535,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1127,MDS,,,22814,GG0170E2,CHR_TRNSF_GOAL_CD,Chair/bed-to-chair transfer (Dschg Goal),30,GG,Asmt,,Code,71540,1536,1537,1536-1537,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1128,MDS,,,22815,GG0170E3,CHR_TRNSF_DSCHRG_CD,Chair/bed-to-chair transfer (Dschg Perf),30,GG,Asmt,,Code,71550,1538,1539,1538-1539,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1129,MDS,,,22817,GG0170F1,TOILT_TRNSF_ADMSN_CD,Toilet transfer (Start of Stay Perf),30,GG,Asmt,,Code,71560,1540,1541,1540-1541,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1130,MDS,,,22818,GG0170F2,TOILT_TRNSF_GOAL_CD,Toilet transfer (Dschg Goal),30,GG,Asmt,,Code,71570,1542,1543,1542-1543,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1131,MDS,,,22819,GG0170F3,TOILT_TRNSF_DSCHRG_CD,Toilet transfer (Dschg Perf),30,GG,Asmt,,Code,71580,1544,1545,1544-1545,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1132,MDS,,,70300,ITEM_FILLER_031,WLK_ADMSN_CD,Item filler: replaces old GG0170H1,28,Filler,Filler,,Text,71590,1546,1546,1546-1546,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1133,MDS,,,70310,ITEM_FILLER_032,WLK_DSCHRG_CD,Item filler: replaces old GG0170H3,28,Filler,Filler,,Text,71600,1547,1547,1547-1547,1,,,,"NC,NQ,NP,ND,NT,NPE,IPA,OSA,SP,SD,ST,XX",,,,,,,,,,,,,
1134,MDS,,,22829,GG0170J1,WLK_50_ADMSN_CD,Walk 50 feet with two turns (Start of Stay Perf),30,GG,Asmt,,Code,71610,1548,1549,1548-1549,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1135,MDS,,,22830,GG0170J2,WLK_50_GOAL_CD,Walk 50 feet with two turns (Dschg Goal),30,GG,Asmt,,Code,71620,1550,1551,1550-1551,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1136,MDS,,,22831,GG0170J3,WLK_50_DSCHRG_CD,Walk 50 feet with two turns (Dschg Perf),30,GG,Asmt,,Code,71630,1552,1553,1552-1553,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1137,MDS,,,22833,GG0170K1,WLK_150_ADMSN_CD,Walk 150 feet (Start of Stay Perf),30,GG,Asmt,,Code,71640,1554,1555,1554-1555,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1138,MDS,,,22834,GG0170K2,WLK_150_GOAL_CD,Walk 150 feet (Dschg Goal),30,GG,Asmt,,Code,71650,1556,1557,1556-1557,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1139,MDS,,,22835,GG0170K3,WLK_150_DSCHRG_CD,Walk 150 feet (Dschg Perf),30,GG,Asmt,,Code,71660,1558,1559,1558-1559,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1140,MDS,,,22856,GG0170Q1,WLCHR_ADMSN_CD,Use wheelchair and/or scooter (Start of Stay Perf),30,GG,Asmt,,Code,71670,1560,1560,1560-1560,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1141,MDS,,,22857,GG0170Q3,WLCHR_DSCHRG_CD,Use wheelchair and/or scooter (Dschg Perf),30,GG,Asmt,,Code,71680,1561,1561,1561-1561,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1142,MDS,,,22859,GG0170R1,WHL_50_ADMSN_CD,Wheel 50 feet with two turns (Start of Stay Perf),30,GG,Asmt,,Code,71690,1562,1563,1562-1563,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1143,MDS,,,22860,GG0170R2,WHL_50_GOAL_CD,Wheel 50 feet with two turns (Dschg Goal),30,GG,Asmt,,Code,71700,1564,1565,1564-1565,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1144,MDS,,,22861,GG0170R3,WHL_50_DSCHRG_CD,Wheel 50 feet with two turns (Dschg Perf),30,GG,Asmt,,Code,71710,1566,1567,1566-1567,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1145,MDS,,,22863,GG0170RR1,WHLCHR_50_ADMSN_CD,Type of wheelchair or scooter (Start of Stay Perf),30,GG,Asmt,,Code,71720,1568,1568,1568-1568,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1146,MDS,,,22864,GG0170RR3,WHLCHR_50_DSCHRG_CD,Type of wheelchair or scooter (Dschg Perf),30,GG,Asmt,,Code,71730,1569,1569,1569-1569,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1147,MDS,,,22866,GG0170S1,WHL_150_ADMSN_CD,Wheel 150 feet (Start of Stay Perf),30,GG,Asmt,,Code,71740,1570,1571,1570-1571,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1148,MDS,,,22867,GG0170S2,WHL_150_GOAL_CD,Wheel 150 feet (Dschg Goal),30,GG,Asmt,,Code,71750,1572,1573,1572-1573,2,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1149,MDS,,,22868,GG0170S3,WHL_150_DSCHRG_CD,Wheel 150 feet (Dschg Perf),30,GG,Asmt,,Code,71760,1574,1575,1574-1575,2,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
1150,MDS,,,22870,GG0170SS1,WHLCHR_150_ADMSN_CD,Type of wheelchair or scooter (Start of Stay Perf),30,GG,Asmt,,Code,71770,1576,1576,1576-1576,1,,,"NC,NQ,NP,SP","ND,NT,NPE,IPA,OSA,SD,ST,XX",,x,x,x,,,,,,x,,,
1151,MDS,,,22871,GG0170SS3,WHLCHR_150_DSCHRG_CD,Type of wheelchair or scooter (Dschg Perf),30,GG,Asmt,,Code,71780,1577,1577,1577-1577,1,,,"NC,NQ,NP,ND,NPE,SP,SD","NT,IPA,OSA,ST,XX",,x,x,x,x,,x,,,x,x,,
